timestamp,building,AQI,Temperature,Humidity,SO2,NOx,CO,Methane,Ammonia,CO2,Hydrogen,Benzene,LPG,Butane,Natural_Gas
2026-01-01 09:53:50,SOT,461,30.7,87,0.95,58.9,14.2,775.6,7.2,1338,159.3,2.55,490.6,353.9,899.3
2026-01-01 09:53:53,SOT,341,30.3,32,0.45,14.2,48.0,348.2,25.0,878,59.6,2.67,407.2,414.3,935.8
2026-01-01 09:53:56,SOT,500,37.0,62,0.51,25.3,32.5,1099.6,45.6,1765,78.9,0.29,281.2,319.0,663.0
2026-01-01 09:53:59,SOT,496,35.8,69,0.99,91.2,27.9,399.7,19.6,1176,137.7,2.5,158.7,254.1,504.8
2026-01-01 09:54:02,SOT,349,35.6,88,0.57,86.5,8.4,953.2,33.0,786,79.5,1.71,329.6,441.9,300.0
2026-01-01 09:54:05,SOT,321,35.6,71,0.75,25.2,30.2,1257.4,46.9,863,142.6,0.97,373.6,190.5,705.6
2026-01-01 09:54:08,SOT,303,35.0,71,0.16,58.6,25.0,1033.1,31.7,654,107.6,3.01,62.0,100.6,192.6
2026-01-01 09:54:11,SOT,500,33.6,78,0.29,49.0,20.9,1419.2,35.4,1607,71.1,3.34,238.2,457.0,438.5
2026-01-01 09:54:15,SOT,394,29.6,60,0.41,68.1,11.9,1210.9,38.9,1054,121.1,1.78,468.9,134.6,209.0
2026-01-01 09:54:18,SOT,429,25.9,57,0.14,64.9,2.0,485.8,42.2,1306,45.5,1.3,385.8,123.9,380.8
2026-01-01 09:54:21,SOT,459,26.3,35,0.37,19.7,2.2,364.9,7.5,1686,191.0,3.57,144.1,153.8,117.7
2026-01-01 09:57:11,SOT,490,18.3,89,0.77,36.8,13.2,1421.2,36.2,1604,16.7,1.76,457.9,433.5,459.0
2026-01-01 09:57:14,SOT,254,28.9,61,0.4,62.5,4.4,1830.4,17.5,589,81.2,3.77,82.8,178.4,839.0
2026-01-01 09:57:17,SOT,388,39.3,48,0.93,88.5,6.3,751.4,19.3,932,200.0,0.49,458.4,275.7,332.1
2026-01-01 09:57:20,SOT,387,38.1,39,0.21,19.0,1.7,1642.8,5.8,1411,48.6,1.49,128.2,62.6,306.9
2026-01-01 09:57:23,SOT,336,39.2,75,0.07,43.0,11.8,1843.0,45.1,990,114.3,0.48,105.9,185.9,192.7
2026-01-01 09:57:27,SOT,293,40.0,59,0.59,59.6,31.1,327.5,21.5,543,145.1,1.59,252.8,119.9,553.6
2026-01-01 09:57:30,SOT,500,38.0,52,0.56,42.6,20.2,361.2,39.2,1683,170.6,0.92,313.6,176.5,523.0
2026-01-01 09:57:33,SOT,475,23.5,53,0.1,10.9,46.3,621.9,20.2,1459,108.7,2.49,83.8,240.0,326.3
2026-01-01 09:57:36,SOT,336,39.9,58,0.59,52.6,19.7,437.0,3.2,848,172.7,4.97,170.5,160.3,763.2
2026-01-01 09:57:39,SOT,351,29.0,64,0.73,35.4,44.5,1198.7,22.7,808,55.6,4.72,464.0,424.7,134.8
2026-01-01 09:57:42,SOT,376,22.9,58,0.13,65.4,19.6,1526.8,11.0,949,48.9,3.67,184.7,293.0,579.9
2026-01-01 09:57:45,SOT,500,32.5,38,0.47,83.2,37.1,701.5,22.4,1572,71.2,3.55,479.1,71.6,791.2
2026-01-01 09:57:48,SOT,384,27.7,69,0.34,10.1,9.7,397.1,1.4,1385,105.5,3.36,121.7,135.2,186.7
2026-01-01 09:57:51,SOT,500,22.8,41,0.23,51.8,30.8,1555.7,30.7,1817,198.5,4.98,163.8,338.4,967.6
2026-01-01 09:57:54,SOT,485,39.8,30,0.4,58.5,38.6,1227.8,40.8,1263,91.8,2.25,254.5,397.1,990.3
2026-01-01 09:57:57,SOT,237,19.3,79,0.58,29.0,1.8,1844.3,9.4,736,58.6,4.87,197.2,138.9,987.3
2026-01-01 09:58:00,SOT,492,23.0,64,0.7,44.5,8.3,892.3,35.0,1607,199.5,0.3,119.3,386.9,981.1
2026-01-01 09:58:03,SOT,365,25.8,86,0.41,14.5,35.4,1970.6,1.7,1072,62.1,3.96,338.3,462.0,716.6
2026-01-01 09:58:06,SOT,249,29.4,89,0.08,53.0,11.6,1567.9,18.0,583,158.3,2.92,498.7,172.4,891.9
2026-01-01 09:58:09,SOT,488,18.7,81,0.74,61.6,8.0,1018.0,18.0,1488,11.3,4.86,265.5,380.1,738.8
2026-01-01 09:58:12,SOT,500,25.1,40,0.1,78.4,4.3,1254.4,25.6,1779,64.3,3.93,172.9,398.8,601.9
2026-01-01 09:58:15,SOT,165,37.9,73,0.11,14.1,21.3,924.8,3.5,401,107.3,1.17,385.1,296.9,627.7
2026-01-01 09:58:18,SOT,500,26.3,37,0.83,68.9,14.5,1048.1,23.3,1628,95.0,4.53,438.0,375.7,658.0
2026-01-01 09:58:22,SOT,465,21.8,88,0.9,81.2,38.2,469.7,36.5,1030,183.3,4.06,429.2,485.0,349.6
2026-01-01 09:58:25,SOT,207,24.0,52,0.48,33.7,8.5,658.2,2.5,539,117.2,2.48,296.2,221.1,146.1
2026-01-01 09:58:28,SOT,464,37.9,30,0.99,24.3,42.7,596.0,34.6,1331,57.1,3.51,190.3,470.6,650.3
2026-01-01 09:58:31,SOT,461,22.1,89,0.94,82.8,43.4,1855.5,45.0,961,33.4,0.86,340.1,483.7,454.2
2026-01-01 09:58:34,SOT,325,32.0,46,0.39,99.5,4.4,1806.8,23.0,651,139.7,1.28,328.9,240.9,334.0
2026-01-01 09:58:37,SOT,403,24.0,49,0.5,47.7,49.9,356.6,24.5,907,13.6,1.92,319.5,190.7,406.4
2026-01-01 09:58:40,SOT,500,19.0,86,0.24,66.5,29.3,507.1,2.0,1832,166.8,2.44,155.8,258.7,316.0
2026-01-01 09:58:43,SOT,364,26.4,62,0.34,58.4,36.5,1174.9,30.0,799,106.3,2.97,418.9,164.6,506.2
2026-01-01 09:58:46,SOT,500,25.2,34,0.97,76.3,43.2,1733.6,41.6,1827,56.3,1.97,461.7,488.7,557.5
2026-01-01 09:58:49,SOT,403,37.7,32,0.56,38.3,42.4,569.2,37.7,1019,89.4,4.13,325.7,200.9,558.2
2026-01-01 09:58:52,SOT,471,27.0,31,0.85,54.8,25.6,1822.4,6.1,1318,142.6,4.56,148.1,473.3,169.3
2026-01-01 09:58:55,SOT,463,21.6,87,0.16,78.0,49.6,935.8,18.0,979,111.7,4.4,455.3,316.2,325.1
2026-01-01 09:58:58,SOT,500,23.6,65,0.93,52.3,40.9,462.1,21.3,1347,199.4,4.71,424.5,216.3,619.1
2026-01-01 09:59:01,SOT,217,18.3,83,0.7,13.5,36.1,810.8,46.0,469,178.4,3.93,442.7,94.0,377.1
2026-01-01 09:59:04,SOT,283,27.0,47,0.39,20.9,44.8,1695.2,7.2,634,32.5,2.74,123.9,325.7,474.8
2026-01-01 09:59:07,SOT,338,24.4,47,0.43,18.6,31.7,1384.1,6.1,968,17.9,3.32,94.9,439.5,586.8
2026-01-01 09:59:10,SOT,408,23.6,43,0.87,67.3,39.8,985.2,45.1,873,121.7,1.58,340.6,250.7,570.6
2026-01-01 09:59:13,SOT,488,18.3,74,0.1,70.0,27.8,597.0,34.9,1307,77.3,1.25,79.8,248.0,649.6
2026-01-01 09:59:16,SOT,443,35.5,57,0.86,62.4,27.2,455.8,24.3,1146,118.7,0.6,300.7,333.6,323.4
2026-01-01 09:59:19,SOT,473,22.1,68,0.52,31.0,45.9,741.3,33.4,1319,128.3,4.74,275.2,341.4,548.4
2026-01-01 09:59:22,SOT,357,38.2,43,0.59,58.4,14.8,1390.2,17.5,934,125.1,2.99,472.1,491.1,721.4
2026-01-01 09:59:25,SOT,497,30.7,32,0.27,88.9,4.8,1533.4,9.9,1404,22.6,2.4,105.0,403.6,508.3
2026-01-01 09:59:28,SOT,500,28.3,83,0.15,80.2,32.4,996.5,37.1,1690,50.5,2.06,481.4,438.6,233.5
2026-01-01 09:59:31,SOT,392,35.5,40,0.2,58.6,10.4,1324.1,36.3,1126,35.8,4.31,246.1,223.7,641.5
2026-01-01 09:59:34,SOT,500,35.2,66,0.46,73.9,28.9,1198.9,3.5,1364,69.1,2.66,170.2,411.9,412.4
2026-01-01 09:59:38,SOT,500,33.8,36,0.76,54.2,9.7,340.8,25.5,1630,57.9,4.36,182.8,351.9,354.0
2026-01-01 09:59:41,SOT,329,35.3,67,0.42,81.6,18.2,1960.6,31.9,664,175.0,0.32,88.2,186.9,373.2
2026-01-01 09:59:44,SOT,360,26.5,71,0.25,27.3,48.0,1395.4,36.5,884,31.7,1.14,356.5,300.2,827.8
2026-01-01 09:59:47,SOT,500,18.3,78,0.73,63.8,33.7,1468.8,27.5,1933,28.8,3.9,334.7,363.5,355.3
2026-01-01 09:59:50,SOT,325,35.6,37,0.49,12.5,37.3,685.4,43.8,908,140.4,1.83,419.2,489.7,153.7
2026-01-01 09:59:53,SOT,496,38.0,62,0.74,70.7,41.2,1692.6,15.9,1201,150.1,4.15,319.1,485.0,903.0
2026-01-01 09:59:56,SOT,500,29.8,70,0.48,67.6,6.3,1314.8,5.5,1651,20.2,1.85,162.8,384.9,811.2
2026-01-01 09:59:59,SOT,500,28.6,78,0.25,95.9,40.6,1416.4,25.0,1922,55.8,3.9,91.8,193.2,539.6
2026-01-01 10:00:02,SOT,359,29.8,56,0.19,31.0,49.2,1426.4,13.6,850,41.9,2.34,252.5,407.4,945.3
2026-01-01 10:00:05,SOT,500,22.8,90,0.67,82.1,44.5,830.3,27.2,1421,144.0,3.0,328.5,441.8,381.0
2026-01-01 10:00:08,SOT,485,30.0,35,0.26,56.8,4.1,934.6,4.2,1557,114.9,4.03,136.8,340.9,933.9
2026-01-01 10:00:11,SOT,371,19.3,79,0.79,94.7,49.5,404.6,9.6,490,172.7,4.8,367.2,74.8,119.4
2026-01-01 10:00:14,SOT,378,33.0,54,0.45,74.0,14.3,529.5,1.5,937,173.0,3.97,279.8,247.3,367.3
2026-01-01 10:00:17,SOT,379,37.1,53,0.2,33.7,6.0,821.1,44.9,1259,108.9,1.37,169.9,381.7,894.2
2026-01-01 10:00:20,SOT,485,37.8,31,0.14,20.5,2.9,1127.3,4.0,1787,83.6,0.48,357.9,314.2,563.4
2026-01-01 10:00:23,SOT,327,28.4,85,0.09,67.6,30.1,1706.5,40.8,660,21.2,4.61,251.9,368.1,418.2
2026-01-01 10:00:26,SOT,500,38.3,38,0.56,89.0,37.8,1517.0,7.6,1154,23.5,4.64,136.8,104.5,456.6
2026-01-01 10:00:29,SOT,446,34.5,30,0.33,95.2,4.2,519.0,49.6,1167,44.4,4.21,152.7,94.2,585.2
2026-01-01 10:00:32,SOT,500,33.3,30,0.61,95.8,40.4,922.8,1.8,1425,49.3,4.51,290.6,115.5,176.0
2026-01-01 10:00:35,SOT,255,28.2,89,0.06,19.8,26.0,1489.7,31.4,691,177.0,1.08,453.2,337.3,859.7
2026-01-01 10:00:38,SOT,376,28.1,79,0.66,65.2,23.5,491.2,28.3,899,140.2,0.92,183.6,180.6,615.9
2026-01-01 10:00:41,SOT,466,32.1,73,0.97,27.2,37.2,1311.3,12.8,1366,83.7,3.5,164.5,418.0,264.1
2026-01-01 10:00:44,SOT,489,24.2,57,0.7,61.1,20.2,1525.7,6.0,1398,99.6,4.17,495.8,161.3,494.0
2026-01-01 10:00:47,SOT,391,20.3,80,0.13,15.7,35.8,593.9,31.3,1179,164.4,1.33,130.9,388.0,423.1
2026-01-01 10:00:50,SOT,500,20.0,39,0.67,95.5,18.1,1604.8,31.3,1297,59.3,1.38,363.9,207.1,204.7
2026-01-01 10:00:53,SOT,367,38.0,82,0.3,59.9,13.1,794.6,8.5,992,170.6,2.73,473.2,457.1,612.7
2026-01-01 10:00:56,SOT,500,21.3,39,0.81,73.9,10.0,1538.2,17.5,1557,78.0,4.18,485.3,453.1,787.3
2026-01-01 10:00:59,SOT,425,23.5,86,0.81,70.4,31.5,747.9,44.6,995,29.3,0.52,258.2,254.5,417.9
2026-01-01 10:01:02,SOT,332,31.1,53,0.92,91.0,36.4,441.0,33.3,455,12.6,0.36,264.4,81.0,252.0
2026-01-01 10:01:05,SOT,371,19.9,67,0.8,58.5,35.0,1859.7,16.4,821,71.6,2.42,270.0,128.2,704.9
2026-01-01 10:01:09,SOT,169,38.9,55,0.67,25.0,9.7,579.5,36.3,421,157.3,4.93,90.3,338.1,157.0
2026-01-01 10:01:12,SOT,406,23.9,58,0.76,37.3,45.7,1095.6,28.7,1006,90.1,3.63,103.8,361.0,565.3
2026-01-01 10:01:15,SOT,314,38.9,45,0.28,72.7,44.7,383.2,32.8,449,142.7,3.37,270.4,239.6,852.6
2026-01-01 10:01:18,SOT,317,26.0,70,0.67,78.2,32.9,1088.4,30.0,507,26.5,4.67,173.0,177.8,753.1
2026-01-01 10:01:21,SOT,423,31.0,71,0.69,73.0,22.2,1004.7,38.4,1049,124.5,3.76,169.5,358.5,141.5
2026-01-01 10:01:24,SOT,172,36.0,44,0.92,10.4,15.8,1165.8,26.0,461,70.2,1.26,196.7,321.3,459.0
2026-01-01 10:01:27,SOT,241,25.7,87,0.88,72.8,11.1,772.0,14.3,404,11.1,2.64,132.0,447.2,716.2
2026-01-01 10:01:30,SOT,500,28.9,77,0.41,61.5,18.3,575.3,45.3,1784,145.3,1.34,354.3,362.6,154.7
2026-01-01 10:01:33,SOT,500,38.6,47,0.2,92.5,14.9,986.1,10.9,1788,31.5,1.06,340.4,328.6,280.5
2026-01-01 10:01:36,SOT,455,36.7,64,0.88,89.8,23.3,1534.0,7.3,1060,110.5,0.95,217.0,177.6,153.9
2026-01-01 10:01:39,SOT,294,18.5,38,0.72,21.2,1.0,696.3,14.0,1012,174.1,3.36,373.4,102.4,294.6
2026-01-01 10:01:42,SOT,500,33.4,83,0.74,27.9,41.1,587.9,33.4,1584,58.4,1.66,436.3,358.3,322.1
2026-01-01 10:01:45,SOT,300,39.8,50,0.48,51.8,2.5,1462.5,41.2,850,180.1,1.02,229.3,213.9,424.2
2026-01-01 10:01:48,SOT,500,30.6,31,0.26,85.5,17.9,758.0,10.7,1427,177.0,3.26,315.0,242.9,593.7
2026-01-01 10:01:51,SOT,296,38.0,82,0.07,12.5,41.2,736.5,18.5,778,123.9,0.47,189.4,174.8,578.8
2026-01-01 10:01:54,SOT,280,35.8,53,0.34,50.6,32.8,399.3,48.4,542,12.0,0.89,262.9,209.8,103.4
2026-01-01 10:01:57,SOT,500,29.4,30,0.89,85.1,12.8,1355.8,34.4,1460,14.0,3.83,411.6,340.1,331.3
2026-01-01 10:02:00,SOT,500,32.9,71,0.32,25.0,48.2,345.6,48.9,1655,30.4,2.57,124.1,239.5,835.0
2026-01-01 10:02:03,SOT,298,38.7,61,0.27,77.8,21.7,1023.0,13.6,539,82.5,2.49,414.6,447.2,981.6
2026-01-01 10:02:06,SOT,445,29.7,35,0.29,63.2,26.3,1652.8,6.7,1180,52.5,4.47,375.8,66.4,845.3
2026-01-01 10:02:09,SOT,225,30.0,89,0.64,68.9,3.2,1130.9,46.1,436,35.9,2.4,407.8,211.4,777.7
2026-01-01 10:02:12,SOT,500,36.4,85,0.5,85.3,8.9,1510.3,5.2,1480,129.6,0.62,256.2,132.9,138.7
2026-01-01 10:02:15,SOT,304,36.0,53,0.75,61.9,47.3,1190.8,12.0,435,133.2,1.06,132.7,366.3,712.0
2026-01-01 10:02:18,SOT,433,37.0,77,0.3,24.1,29.6,1291.2,48.8,1338,129.2,1.69,52.1,447.1,215.9
2026-01-01 10:02:21,SOT,407,38.6,44,0.82,37.6,2.6,448.8,35.3,1349,189.1,3.87,300.2,391.2,321.1
2026-01-01 10:02:24,SOT,191,25.2,87,0.55,27.3,10.3,788.0,29.5,496,78.9,4.08,263.5,115.9,762.3
2026-01-01 10:02:27,SOT,252,23.4,72,0.61,36.1,31.0,1380.9,39.4,520,64.5,0.2,186.4,95.1,375.5
2026-01-01 10:02:30,SOT,500,33.9,87,0.63,31.9,23.5,1659.3,6.8,1845,176.5,0.59,72.0,422.4,612.4
2026-01-01 10:02:33,SOT,269,35.2,84,0.53,45.6,43.3,1581.5,45.7,433,171.8,1.97,351.6,173.3,676.1
2026-01-01 10:02:37,SOT,370,24.2,40,0.3,52.7,19.4,1816.5,17.4,998,86.1,2.03,481.6,265.9,138.5
2026-01-01 10:02:40,SOT,366,30.1,71,0.89,55.6,33.6,493.3,41.9,825,158.7,0.74,372.0,425.8,714.9
2026-01-01 10:02:43,SOT,317,21.9,53,0.74,15.9,10.4,371.9,49.4,1060,110.1,0.47,279.3,93.3,214.5
2026-01-01 10:02:46,SOT,394,25.1,42,0.38,85.9,48.4,675.0,11.1,659,177.5,0.47,273.9,260.7,888.1
2026-01-01 10:02:49,SOT,500,34.0,82,0.57,35.5,45.6,1882.1,2.3,1758,139.4,4.51,52.1,436.2,728.0
2026-01-01 10:02:52,SOT,425,33.6,74,0.46,29.7,41.7,677.1,3.9,1168,98.7,2.36,122.0,57.1,463.6
2026-01-01 10:02:55,SOT,500,26.6,71,0.54,24.7,13.8,303.8,24.3,1992,128.4,0.22,362.5,119.8,965.5
2026-01-01 10:02:58,SOT,411,18.5,42,0.2,90.1,2.3,905.2,27.2,1078,65.3,4.87,491.4,171.3,664.9
2026-01-01 10:03:01,SOT,481,32.3,78,0.12,60.9,23.7,1099.8,4.0,1364,29.2,3.15,198.9,226.1,839.9
2026-01-01 10:03:04,SOT,500,22.5,39,0.68,22.8,8.9,1382.2,25.0,1976,53.3,1.42,284.7,204.9,464.6
2026-01-01 10:03:07,SOT,500,32.0,30,0.7,46.4,43.2,1703.6,46.8,1621,26.2,0.38,287.4,123.1,577.5
2026-01-01 10:03:10,SOT,344,23.5,31,0.87,49.6,18.6,1606.3,8.9,896,135.0,4.64,219.9,133.5,139.6
2026-01-01 10:03:13,SOT,500,31.6,52,0.28,67.8,21.6,1873.5,24.0,1662,84.3,4.04,113.8,135.3,938.6
2026-01-01 10:03:16,SOT,262,25.2,52,0.5,68.6,17.0,821.9,6.3,482,96.6,1.69,479.2,401.1,896.3
2026-01-01 10:03:19,SOT,500,31.0,50,0.33,76.7,42.4,1272.4,24.3,1929,118.1,1.72,182.8,241.4,482.3
2026-01-01 10:03:22,SOT,251,25.6,37,0.05,30.6,15.5,607.6,42.4,694,110.3,1.83,214.4,279.4,944.7
2026-01-01 10:03:25,SOT,500,18.1,83,0.71,52.8,5.0,1450.2,30.3,1621,192.3,4.83,333.1,78.0,696.6
2026-01-01 10:03:28,SOT,345,21.6,46,0.53,44.7,17.5,527.5,7.4,951,24.7,1.95,75.4,486.7,983.4
2026-01-01 10:03:31,SOT,246,34.9,43,0.15,39.8,22.4,1614.5,39.1,558,184.4,2.05,218.9,128.8,182.4
2026-01-01 10:03:34,SOT,497,39.3,42,0.64,68.2,19.9,910.8,17.2,1394,134.6,2.71,315.6,418.5,725.3
2026-01-01 10:03:37,SOT,267,26.4,65,0.42,26.8,18.9,1359.1,22.4,741,53.1,2.8,375.3,473.3,826.8
2026-01-01 10:03:40,SOT,494,39.5,52,0.9,13.5,35.5,1440.6,31.0,1573,116.7,3.72,169.8,230.9,781.5
